PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,FamilySize,IsAlone
533,0,3,male,29.5,0,0,11.35,S,1,1
534,0,3,male,8.8,1,0,5.79,S,2,0
535,1,1,male,31.0,0,0,16.64,S,1,1
536,1,3,female,32.3,0,0,5.64,C,1,1
537,1,3,female,41.4,1,2,4.11,S,4,0
538,0,3,female,53.9,1,1,14.01,S,3,0
539,1,1,female,29.5,3,0,18.21,S,4,0
540,1,1,male,28.3,0,0,47.79,S,1,1
541,0,2,male,25.1,0,0,19.44,S,1,1
542,0,2,male,35.1,1,1,13.96,S,3,0
543,0,3,male,29.5,0,1,13.27,S,2,0
544,0,3,male,24.1,0,1,4.64,S,2,0
545,0,3,male,22.8,0,0,5.11,S,1,1
546,1,3,female,13.4,0,1,12.53,S,2,0
547,0,3,female,29.5,0,1,3.0,S,2,0
548,0,3,female,35.4,0,0,8.24,S,1,1
549,1,3,female,29.5,0,1,11.64,S,2,0
550,0,3,male,24.7,3,1,17.93,S,5,0
551,0,3,male,29.5,1,0,20.27,S,2,0
552,1,2,female,13.9,0,0,13.09,Q,1,1
553,1,1,male,34.0,0,0,38.95,C,1,1
554,0,3,male,14.4,0,0,5.04,S,1,1
555,0,3,male,29.5,0,0,6.26,S,1,1
556,0,3,male,10.7,1,0,18.55,S,2,0
557,0,3,male,32.8,0,1,7.97,S,2,0
558,0,1,male,29.5,0,0,27.0,S,1,1
559,1,3,male,37.4,0,0,4.39,S,1,1
560,0,2,female,31.5,0,0,18.24,C,1,1
561,0,3,male,15.4,0,0,12.84,C,1,1
562,1,3,male,9.7,1,0,12.6,S,2,0
563,0,2,male,39.8,0,0,6.84,S,1,1
564,1,3,male,50.1,2,2,14.88,S,5,0
565,1,3,female,22.9,1,0,4.49,C,2,0
566,1,1,female,13.1,0,1,24.15,C,2,0
567,1,3,female,0.4,2,2,3.09,Q,5,0
568,0,3,male,15.3,0,0,7.33,S,1,1
569,0,3,male,27.4,1,2,4.47,S,4,0
570,0,2,male,29.5,0,1,10.81,S,2,0
571,1,1,male,38.4,0,0,25.43,S,1,1
572,0,3,male,33.3,0,2,13.41,S,3,0
573,0,1,male,23.4,1,1,39.48,S,3,0
574,0,3,male,20.8,0,0,3.0,S,1,1
575,1,1,female,48.7,0,0,36.85,S,1,1
576,1,3,male,29.5,0,0,9.24,S,1,1
577,1,3,female,0.4,0,0,5.84,S,1,1
578,0,2,male,19.6,0,0,8.35,S,1,1
579,0,1,male,17.0,0,1,23.63,S,2,0
580,1,3,female,21.4,1,0,9.38,S,2,0
581,1,3,female,36.9,0,0,10.24,S,1,1
582,0,2,male,27.5,0,0,12.57,S,1,1
583,0,3,male,27.9,1,1,3.0,Q,3,0
584,0,2,male,47.4,1,0,10.52,S,2,0
585,0,3,male,19.2,2,0,4.01,S,3,0
586,0,3,female,55.1,2,0,28.03,S,3,0
587,0,1,female,19.6,0,0,25.42,C,1,1
588,1,3,male,30.2,0,2,12.74,S,3,0
589,0,2,male,25.1,1,0,20.72,S,2,0
590,0,1,male,29.5,0,0,29.55,S,1,1
591,0,2,male,35.2,0,1,11.03,S,2,0
592,1,3,female,35.1,1,0,5.89,C,2,0
593,1,3,female,18.5,0,0,3.0,S,1,1
594,0,3,male,29.5,1,0,8.89,C,2,0
595,0,1,male,64.0,0,0,29.38,C,1,1
596,1,2,male,22.2,0,0,13.75,S,1,1
597,0,3,male,38.8,0,0,8.9,S,1,1
598,1,1,female,29.5,0,0,11.9,S,1,1
599,0,3,male,25.1,0,0,6.85,C,1,1
600,1,1,male,29.5,0,0,16.61,S,1,1
601,1,3,male,35.6,0,0,12.17,Q,1,1
602,0,2,female,29.5,0,0,14.51,S,1,1
603,0,3,male,31.3,0,0,5.56,S,1,1
604,1,1,female,12.9,1,1,22.29,C,3,0
605,1,1,female,33.5,2,0,13.15,S,3,0
606,1,1,female,14.5,1,0,20.15,S,2,0
607,1,1,male,17.0,1,0,34.8,S,2,0
608,0,2,male,29.5,1,0,6.36,S,2,0
609,0,3,male,29.5,1,1,7.87,S,3,0
610,0,3,male,22.3,1,0,5.21,S,2,0
611,0,3,male,12.3,1,3,3.67,S,5,0
612,0,3,male,3.3,0,1,25.01,Q,2,0
613,1,3,male,43.3,2,0,17.33,Q,3,0
614,0,2,female,10.9,1,0,9.89,S,2,0
615,1,3,male,26.5,1,1,6.86,C,3,0
616,0,2,female,29.5,0,0,4.21,S,1,1
617,1,3,female,29.5,1,0,3.14,S,2,0
618,1,1,female,17.4,0,2,12.47,S,3,0
619,1,1,female,32.2,0,1,24.04,Q,2,0
620,1,3,female,29.5,0,0,7.62,Q,1,1
621,1,1,female,12.6,1,0,29.94,S,2,0
622,1,3,male,26.9,0,0,12.27,S,1,1
623,0,3,male,4.7,0,0,9.65,S,1,1
624,0,1,male,23.5,0,1,12.82,S,2,0
625,1,1,male,29.5,0,1,29.8,S,2,0
626,0,3,male,17.0,0,0,11.96,S,1,1
627,1,3,male,22.6,2,0,6.32,C,3,0
628,1,2,male,9.3,1,0,4.67,S,2,0
629,0,3,male,29.5,1,0,16.62,Q,2,0
630,0,3,male,43.8,1,0,8.61,S,2,0
631,1,2,female,13.6,0,0,3.0,S,1,1
632,1,1,male,29.5,0,1,84.96,C,2,0
633,0,3,female,36.0,0,1,6.13,C,2,0
634,0,1,male,29.5,0,1,106.0,S,2,0
635,1,3,female,8.1,0,0,10.24,S,1,1
636,1,2,female,26.6,0,0,12.53,Q,1,1
637,0,3,female,33.0,1,1,9.12,S,3,0
638,1,3,female,29.5,1,0,5.34,S,2,0
639,1,3,male,29.5,2,1,8.47,S,4,0
640,1,2,female,36.0,1,0,47.29,C,2,0
641,1,1,female,50.3,1,0,14.31,C,2,0
642,1,3,female,29.5,0,0,11.25,Q,1,1
643,0,2,female,14.6,0,0,9.19,S,1,1
644,1,1,male,21.8,0,0,22.18,S,1,1
645,1,3,female,29.5,0,0,26.73,S,1,1
646,0,1,male,41.7,1,0,33.65,C,2,0
647,0,1,male,38.0,0,1,38.37,S,2,0
648,0,1,male,34.0,0,0,25.6,S,1,1
649,1,3,female,19.7,0,0,41.15,S,1,1
650,0,3,male,26.2,0,0,4.62,S,1,1
651,0,2,male,27.9,1,0,5.49,C,2,0
652,0,2,male,36.7,0,0,38.92,S,1,1
653,0,2,female,50.1,0,0,11.26,Q,1,1
654,0,3,male,44.7,0,1,10.45,S,2,0
655,0,1,male,9.1,1,0,68.7,Q,2,0
656,0,3,male,32.1,0,0,10.53,C,1,1
657,1,1,female,39.3,0,0,93.55,S,1,1
658,1,3,female,37.7,0,1,8.86,Q,2,0
659,1,1,female,20.2,0,0,16.04,S,1,1
660,0,3,male,69.8,0,1,3.0,C,2,0
661,1,1,female,11.1,1,0,29.38,C,2,0
662,0,1,male,13.8,0,0,6.41,C,1,1
663,1,3,male,32.3,0,0,9.92,S,1,1
664,0,3,male,29.5,0,0,19.6,S,1,1
665,0,2,male,17.3,0,0,14.01,S,1,1
666,1,3,female,25.3,2,0,9.15,S,3,0
667,0,3,male,44.1,0,0,14.15,C,1,1
668,0,3,male,28.7,0,0,12.2,C,1,1
669,1,2,male,24.3,0,1,28.4,Q,2,0
670,1,3,male,36.9,1,1,8.07,S,3,0
671,1,3,male,32.8,1,1,3.0,C,3,0
672,0,2,male,29.5,0,0,28.66,Q,1,1
673,0,3,male,47.1,1,2,7.08,C,4,0
674,1,1,female,33.3,1,0,14.48,S,2,0
675,1,1,female,33.1,0,0,30.01,S,1,1
676,1,3,female,29.5,0,1,9.13,S,2,0
677,0,3,male,35.8,0,0,5.21,S,1,1
678,1,1,female,29.8,0,1,11.34,S,2,0
679,1,2,female,29.0,1,0,18.75,Q,2,0
680,1,3,female,45.8,0,0,4.9,S,1,1
681,0,2,male,50.2,1,1,15.16,S,3,0
682,0,3,male,7.9,1,1,10.22,S,3,0
683,1,3,female,29.1,0,0,14.6,C,1,1
684,0,3,male,19.4,2,0,29.12,Q,3,0
685,0,3,male,24.6,1,0,9.42,C,2,0
686,0,3,male,29.5,0,1,6.33,S,2,0
687,0,3,male,38.4,0,1,22.09,S,2,0
688,0,3,female,29.5,0,0,15.32,C,1,1
689,0,3,male,2.2,1,0,9.03,S,2,0
690,1,3,male,15.5,2,0,9.41,S,3,0
691,1,3,female,41.6,2,0,8.3,S,3,0
692,1,2,male,0.4,2,1,15.6,S,4,0
693,0,2,male,45.6,1,0,13.31,S,2,0
694,0,1,male,36.3,1,0,13.67,S,2,0
695,0,1,female,47.4,0,0,24.66,S,1,1
696,1,1,male,29.5,1,1,70.41,S,3,0
697,0,3,female,0.4,0,1,5.0,S,2,0
698,1,3,male,35.0,0,0,6.94,S,1,1
699,1,3,male,46.8,0,0,4.78,S,1,1
700,0,3,male,29.5,0,0,16.35,S,1,1
701,0,3,male,19.7,0,1,13.43,S,2,0
702,1,3,female,30.2,0,2,3.79,S,3,0
703,1,3,female,21.5,0,1,3.0,S,2,0
704,0,2,male,17.5,0,1,23.79,S,2,0
705,0,3,male,42.4,0,0,3.66,S,1,1
706,1,3,female,12.2,0,1,13.42,C,2,0
707,0,2,male,16.5,0,1,9.65,S,2,0
708,1,3,male,13.5,0,1,12.39,S,2,0
709,0,3,female,29.5,1,1,10.66,S,3,0
710,1,1,male,29.5,0,1,17.78,Q,2,0
711,0,3,female,45.3,1,1,4.82,S,3,0
712,0,2,male,29.5,2,0,19.99,S,3,0
713,0,1,female,7.9,0,0,16.19,S,1,1
714,0,3,male,29.5,0,0,15.89,C,1,1
715,0,3,male,29.5,0,1,4.96,C,2,0
716,0,3,male,29.5,0,0,10.08,S,1,1
717,0,3,male,22.3,0,0,6.46,S,1,1
718,0,2,male,36.2,1,0,14.2,S,2,0
719,0,3,male,51.7,0,0,5.36,Q,1,1
720,0,3,male,21.7,1,1,7.34,S,3,0
721,1,3,female,29.5,0,0,3.0,S,1,1
722,0,2,male,37.8,0,0,8.69,Q,1,1
723,0,3,male,40.2,0,0,5.74,Q,1,1
724,0,3,male,29.5,1,0,7.82,Q,2,0
725,0,3,male,21.2,0,0,17.74,C,1,1
726,0,3,male,42.9,0,1,5.37,Q,2,0
727,0,2,male,36.4,0,0,33.06,S,1,1
728,1,3,female,18.2,0,0,4.87,C,1,1
729,0,3,male,29.5,2,0,4.2,C,3,0
730,0,1,male,10.1,0,1,7.92,S,2,0
731,0,3,female,29.5,1,1,11.75,S,3,0
732,0,3,female,25.3,0,0,8.6,Q,1,1
733,0,3,male,22.9,0,0,11.34,S,1,1
734,1,3,female,28.5,0,0,8.84,C,1,1
735,1,1,male,29.5,0,0,24.4,S,1,1
736,1,3,female,41.5,2,0,9.69,S,3,0
737,0,3,male,37.3,0,0,29.71,S,1,1
738,1,1,female,26.8,1,0,18.46,S,2,0
739,0,2,female,39.7,1,0,48.55,S,2,0
740,0,1,male,34.6,0,0,40.91,S,1,1
741,0,2,male,23.0,0,1,17.62,S,2,0
742,1,3,male,27.3,1,1,11.39,S,3,0
743,0,3,male,26.9,0,0,3.0,S,1,1
744,1,3,male,36.1,0,0,6.98,S,1,1
745,0,3,male,29.5,4,0,5.46,C,5,0
746,1,2,female,23.5,0,0,50.27,S,1,1
747,0,3,male,56.6,0,0,6.65,S,1,1
748,0,3,male,42.2,0,0,8.02,S,1,1
749,0,3,male,18.4,2,0,7.94,S,3,0
750,1,3,male,37.0,1,1,3.73,S,3,0
751,1,3,female,30.7,0,0,5.83,S,1,1
752,0,3,male,29.5,0,0,13.33,C,1,1
753,0,2,male,30.9,0,1,3.94,Q,2,0
754,1,3,female,45.7,0,0,9.84,C,1,1
755,0,1,female,33.8,0,1,14.28,S,2,0
756,0,2,male,28.1,0,0,30.88,S,1,1
757,1,2,female,43.6,0,0,17.94,S,1,1
758,0,1,male,32.3,1,1,9.86,C,3,0
759,1,1,female,30.7,0,0,19.11,Q,1,1
760,0,1,male,33.4,1,0,32.21,S,2,0
761,1,3,male,27.7,0,0,6.8,S,1,1
762,1,3,male,29.1,1,0,8.91,S,2,0
763,1,3,female,20.8,1,1,8.07,C,3,0
764,0,2,male,29.5,0,2,23.81,C,3,0
765,0,3,male,15.0,0,0,10.63,S,1,1
766,0,3,male,9.5,0,0,7.93,Q,1,1
767,0,1,female,29.5,1,0,24.8,S,2,0
768,1,3,female,26.6,2,0,4.26,Q,3,0
769,1,3,male,29.5,1,0,19.7,Q,2,0
770,0,1,male,25.2,1,0,145.09,C,2,0
771,1,3,male,0.4,0,0,6.7,S,1,1
772,0,3,male,51.0,0,1,8.4,S,2,0
773,1,1,female,44.2,1,0,45.11,S,2,0
774,1,1,male,35.2,0,1,44.96,S,2,0
775,0,1,male,29.5,1,0,27.3,C,2,0
776,0,2,male,15.3,0,0,7.88,S,1,1
777,0,3,male,29.5,0,1,24.31,S,2,0
778,0,3,male,29.5,1,0,12.29,C,2,0
779,1,2,male,29.5,1,0,16.16,S,2,0
780,0,3,male,11.2,0,0,5.29,S,1,1
781,0,2,male,29.5,0,0,14.65,S,1,1
782,0,1,male,34.4,1,0,8.26,S,2,0
783,1,2,male,26.8,4,2,22.08,S,7,0
784,0,3,male,39.0,0,0,14.74,C,1,1
785,1,2,female,30.4,1,0,16.25,S,2,0
786,0,2,male,21.7,3,1,7.96,Q,5,0
787,0,1,male,21.1,1,0,32.17,S,2,0
788,1,3,female,40.4,1,1,13.1,S,3,0
789,0,3,female,29.5,2,0,5.23,S,3,0
790,0,2,male,29.5,1,2,24.79,S,4,0
791,1,2,male,46.1,1,0,19.39,S,2,0
792,0,3,male,5.6,0,1,6.93,S,2,0
793,1,3,female,44.9,0,0,5.84,S,1,1
794,0,2,male,57.8,1,0,12.71,S,2,0
795,1,3,female,32.5,0,1,4.56,S,2,0
796,0,3,female,37.4,2,0,9.55,S,3,0
797,0,3,male,43.5,2,2,11.42,C,5,0
798,1,3,male,25.1,0,0,16.46,Q,1,1
799,1,3,male,31.6,0,0,9.76,S,1,1
800,0,3,male,10.6,1,1,10.33,S,3,0
801,0,1,male,30.9,0,0,20.89,Q,1,1
802,0,2,female,36.0,1,1,8.38,S,3,0
803,0,3,male,36.2,1,1,6.31,Q,3,0
804,0,2,female,43.9,0,0,33.34,S,1,1
805,0,3,female,18.2,1,0,11.95,C,2,0
806,1,3,female,29.5,0,0,10.43,S,1,1
807,0,3,male,55.5,1,0,3.0,Q,2,0
808,0,3,male,29.5,1,1,9.85,S,3,0
809,0,2,male,31.8,0,0,6.37,S,1,1
810,0,3,male,28.1,1,0,3.84,S,2,0
811,0,3,male,17.5,1,0,4.1,S,2,0
812,0,2,male,51.7,1,0,8.9,C,2,0
813,0,3,male,21.6,0,0,13.46,S,1,1
814,1,1,male,13.2,0,0,28.11,Q,1,1
815,1,3,female,22.7,0,1,4.64,S,2,0
816,0,3,male,29.5,1,1,5.76,C,3,0
817,0,2,male,29.5,0,1,19.09,S,2,0
818,1,3,male,29.5,0,0,12.41,Q,1,1
819,1,3,female,37.6,1,0,8.85,Q,2,0
820,1,1,male,19.6,0,1,12.32,S,2,0
821,0,1,male,41.4,0,0,19.15,C,1,1
822,1,2,male,48.6,0,0,59.06,C,1,1
823,1,3,female,39.9,1,0,3.95,S,2,0
824,0,3,female,26.0,0,0,10.23,S,1,1
825,0,3,male,31.0,1,0,29.15,S,2,0
826,0,3,male,7.7,0,0,6.93,C,1,1
827,0,3,male,27.1,1,0,24.54,S,2,0
828,0,2,male,29.5,1,0,9.37,S,2,0
829,0,3,female,29.5,0,0,3.0,S,1,1
830,1,1,female,29.5,1,0,17.33,S,2,0
831,0,2,female,36.0,0,1,8.98,C,2,0
832,1,3,male,29.5,0,1,3.0,Q,2,0
833,0,1,male,29.5,1,1,19.1,S,3,0
834,0,3,male,30.7,1,0,14.8,S,2,0
835,1,3,female,29.5,0,0,5.72,C,1,1
836,1,2,female,29.5,0,1,11.3,S,2,0
837,0,3,male,32.4,0,0,18.58,S,1,1
838,0,3,male,29.5,1,0,5.21,S,2,0
839,0,3,male,15.8,0,0,11.84,S,1,1
840,0,2,male,38.0,0,0,5.08,S,1,1
841,0,2,female,14.8,1,0,7.93,C,2,0
842,0,3,male,36.5,1,0,7.18,S,2,0
843,0,3,female,9.8,0,0,16.87,C,1,1
844,0,1,male,53.7,1,1,14.19,S,3,0
845,0,2,female,18.2,0,0,8.13,S,1,1
846,1,3,male,25.9,2,1,9.62,C,4,0
847,1,3,female,33.6,0,0,10.59,S,1,1
848,0,3,male,21.1,0,1,4.39,S,2,0
849,0,3,male,31.0,0,0,5.97,S,1,1
850,0,3,male,37.1,1,2,15.67,S,4,0
851,0,1,male,42.4,1,0,12.09,C,2,0
852,1,3,male,40.1,2,0,10.02,S,3,0
853,0,1,male,26.6,0,0,17.98,C,1,1
854,1,3,female,26.9,1,0,18.95,S,2,0
855,1,3,male,61.9,1,0,11.57,S,2,0
856,1,2,female,42.3,0,2,24.01,Q,3,0
857,1,3,female,16.1,1,0,5.91,C,2,0
858,0,3,male,30.4,1,0,13.39,S,2,0
859,1,1,female,24.3,1,0,39.61,S,2,0
860,0,3,male,29.5,0,0,11.15,S,1,1
861,1,2,male,11.8,0,1,11.95,S,2,0
862,0,2,male,23.2,1,1,15.6,C,3,0
863,0,3,female,29.5,1,0,3.0,C,2,0
864,0,2,male,37.1,1,0,40.67,S,2,0
865,0,3,male,0.4,0,0,5.68,C,1,1
866,0,1,male,29.5,0,1,20.07,S,2,0
867,1,3,female,44.3,0,0,3.7,S,1,1
868,0,3,male,24.0,0,0,12.23,S,1,1
869,1,2,female,29.5,0,0,19.44,Q,1,1
870,1,2,female,17.0,1,2,11.85,C,4,0
871,0,3,female,22.4,2,0,3.0,S,3,0
872,1,3,female,50.0,1,0,5.33,S,2,0
873,0,2,female,29.5,1,0,18.65,Q,2,0
874,1,3,male,2.8,1,0,9.5,S,2,0
875,0,1,male,28.1,0,0,23.86,S,1,1
876,1,1,male,27.9,1,1,19.02,Q,3,0
877,0,3,male,29.5,0,0,3.17,C,1,1
878,1,1,male,29.2,1,1,43.74,S,3,0
879,0,3,male,23.1,1,0,3.44,S,2,0
880,0,3,male,43.6,1,0,7.22,S,2,0
881,1,3,female,30.7,0,0,4.39,S,1,1
882,0,3,male,18.5,0,0,14.82,Q,1,1
883,0,3,female,45.2,0,0,11.58,S,1,1
884,0,3,male,31.7,0,1,6.59,C,2,0
885,0,3,male,29.0,0,1,12.36,S,2,0
886,1,3,female,31.5,0,1,3.34,S,2,0
887,0,3,male,14.0,0,1,7.79,S,2,0
888,0,1,male,21.6,0,0,13.03,C,1,1
889,1,3,male,29.1,0,0,15.11,S,1,1
890,1,3,male,26.3,0,1,10.22,S,2,0
891,0,3,female,46.8,1,0,12.06,S,2,0
892,0,3,female,32.0,0,0,5.86,S,1,1
893,0,3,male,41.0,0,1,12.77,S,2,0
894,0,3,male,29.1,1,2,4.18,S,4,0
895,0,1,male,43.8,1,0,13.68,S,2,0
896,1,3,male,34.6,0,1,7.35,S,2,0
897,1,2,male,29.2,1,0,8.08,S,2,0
898,1,3,male,29.5,0,3,12.5,S,4,0
899,1,3,male,15.6,1,0,6.15,S,2,0
900,1,1,male,36.1,1,0,12.83,S,2,0
